id,answer
009069,ㄍㄨㄥ ㄋㄟˋ ㄓㄥˇ ㄐㄧㄝˊ ㄌㄧˋ ㄙㄨㄛ˙ ㄌㄤˊ ㄓㄨㄥˋ ㄇㄣˊ ㄔㄨㄤ ㄧㄢˊ ㄙㄜˋ ㄒㄧㄢ ㄧㄢˋ ㄐㄧˇ ㄇㄧㄥˊ ㄉㄧㄢˋ ㄍㄨㄥ ㄓㄥˋ ㄗㄞˋ ㄨㄟˊ ㄒㄧㄡ ㄒㄧㄢˋ ㄌㄨˋ
009070,ㄉㄥ ㄕㄤˋ ㄇㄛˊ ㄊㄧㄢ ㄌㄨㄣˊ ㄧㄡˊ ㄎㄜˋ ㄇㄣ˙ ㄋㄥˊ ㄈㄨˇ ㄎㄢˋ ㄗˋ ㄧㄡˊ ㄋㄩˇ ㄕㄣˊ ㄒㄧㄤˋ ㄊㄧㄠˋ ㄨㄤˋ ㄇㄢˋ ㄏㄚ ㄉㄨㄣˋ ㄊㄧㄢ ㄐㄧˋ ㄒㄧㄢˋ
009071,ㄓㄜˋ ㄕˋ ㄗㄤˋ ㄇㄧㄣˊ ㄉㄜ˙ ㄉㄧㄥˊ ㄌㄧˇ
009072,ㄗㄞˋ ㄕㄨㄛ ㄌㄜ˙ ㄨㄛˇ ㄅㄚ ㄕㄡˇ ㄐㄧㄝ ㄏㄨㄢˊ ㄍㄟˊ ㄋㄧˇ ㄨㄛˇ ㄅㄨˋ ㄐㄧㄡˋ ㄕˋ ㄗˋ ㄊㄡˊ ㄌㄨㄛˊ ㄨㄤˇ ㄨㄛˊ ㄕㄚˇ ㄧㄚ˙
009073,ㄉㄨㄟˋ ㄩˊ ㄕㄤˋ ㄕㄨˋ ㄊㄡˊ ㄗ ㄊㄧㄢ ㄌㄞˋ ㄙˋ ㄉㄜ˙ ㄙㄥ ㄖㄣˊ ㄇㄣ˙ ㄅㄧㄠˇ ㄕˋ ㄧˋ ㄨˊ ㄙㄨㄛˇ ㄓ
009074,ㄓˇ ㄕˋ ㄙㄢ ㄧ ㄈㄤ ㄇㄧㄢˋ ㄎㄨˇ ㄩˊ ㄇㄟˊ ㄧㄡˇ ㄑㄩㄜˋ ㄗㄠˊ ㄓㄥˋ ㄐㄩˋ
009075,ㄓㄤ ㄧㄥˇ ㄑㄧㄥ ㄔㄨㄤˋ ㄌㄧˋ ㄉㄜ˙ ㄒㄩㄜˊ ㄎㄜ ㄕㄡˋ ㄍㄠ ㄉㄨㄥˋ ㄆㄧㄥˊ ㄐㄧㄚˋ
009076,ㄇㄞˇ ㄧㄥˊ ㄧㄣˇ ㄌㄧㄠˋ ㄆㄧㄥˊ ㄍㄞˋ ㄕㄤˋ ㄒㄧㄝˇ ㄉㄜ˙ ㄗㄞˋ ㄌㄞˊ ㄧˋ ㄆㄧㄥˊ
009077,ㄧㄠˊ ㄖㄤˇ ㄅㄢˋ ㄋㄧㄢˊ ㄗㄨㄟˇ ㄓㄨㄥ ㄅㄟˋ ㄆㄢˋ ㄈㄚˊ ㄎㄨㄢˇ ㄌㄧㄠˇ ㄕˋ
009078,ㄨㄛˇ ㄉㄜ˙ ㄙㄨㄟ ㄋㄩ˙ ㄕㄨㄛ ㄊㄚ ㄒㄧㄢˋ ㄗㄞˋ ㄅㄨˊ ㄩㄢˋ ㄧˋ ㄑㄩˋ ㄕㄤˋ ㄒㄩㄜˊ
009079,ㄊㄚ ㄕㄣ ㄘㄞˊ ㄞˊ ㄒㄧㄠˇ ㄑㄨㄢˊ ㄍㄨˇ ㄊㄨ ㄔㄨ ㄌㄧㄡˊ ㄖㄜ˙ ㄒㄧㄠˇ ㄏㄨˊ ㄗ˙ ㄕㄨㄛ ㄏㄨㄚˋ ㄧˋ ㄎㄡˇ ㄋㄨㄥˊ ㄓㄨㄥˋ ㄉㄜ˙ ㄈㄨˊ ㄐㄧㄢˋ ㄎㄡˇ ㄧㄣ
009080,ㄑㄧˊ ㄕˊ ㄊㄧㄢˊ ㄒㄧㄥ ㄐㄧㄡˋ ㄕˋ ㄓˋ ㄓㄤˋ ㄓㄜˊ ㄌㄩˇ ㄊㄧㄢ ㄒㄧˇ
009081,ㄩˇ ㄧˋ ㄒㄧㄥˋ ㄐㄧㄝ ㄔㄨˋ ㄉㄜ˙ ㄐㄧˊ ㄏㄨㄟˋ ㄉㄨㄛ ㄔ ㄘㄨˋ ㄌㄜ˙ ㄇㄟˊ
009082,ㄏㄣˇ ㄎㄨㄞˋ ㄓㄤ ㄇㄡˇ ㄦˊ ㄗ˙ ㄉㄜ˙ ㄍㄨㄥ ㄗㄨㄛˋ ㄢ ㄆㄞˊ ㄊㄨㄛˇ ㄉㄤˋ
009083,ㄉㄚˋ ㄇㄛˊ ㄕㄡˇ ㄒㄧˊ ㄐㄧㄥ ㄐㄧˋ ㄒㄩㄜˊ ㄐㄧㄚ ㄨㄤˊ ㄑㄧㄥˋ ㄗㄜˊ ㄖㄣˋ ㄨㄟˊ ㄇㄨˋ ㄑㄧㄢˊ ㄉㄜ˙ ㄑㄧㄢˊ ㄗㄞˋ ㄔㄨㄥ ㄐㄧ ㄕˋ ㄎㄜˊ ㄧˋ ㄎㄨㄥˋ ㄓ˙ ㄉㄜ˙
009084,ㄨㄛˊ ㄒㄧˇ ㄏㄨㄢ ㄩㄣˋ ㄉㄨㄥˋ ㄉㄢˋ ㄕˇ ㄏㄣˊ ㄕㄠˊ ㄉㄚˇ ㄌㄢˊ ㄑㄧㄡˊ ㄋㄜ˙
009085,ㄌㄧㄣˊ ㄐㄧㄣˋ ㄋㄧㄢˊ ㄉㄧˇ ㄍㄜˋ ㄓㄨㄥˊ ㄅㄨˇ ㄊㄧㄝ ㄈㄣ ㄓˋ ㄊㄚˋ ㄌㄞˊ
009086,ㄊㄨㄥˊ ㄧㄤˋ ㄉㄜ˙ ㄏㄡˋ ㄒㄨㄢˊ ㄔˇ ㄘㄨㄣˋ ㄧㄝˇ ㄐㄧㄣˋ ㄒㄧㄥˊ ㄌㄜ˙ ㄙㄨㄛ ㄉㄨㄢˇ
009087,ㄅㄟˋ ㄅㄨˋ ㄉㄜ˙ ㄐㄩˋ ㄓˋ ㄧㄣ ㄘˇ ㄅㄟˋ ㄘㄥˋ ㄌㄢˋ ㄏㄠˇ ㄉㄨㄛ ㄏㄨㄟˊ
009088,ㄨㄛˊ ㄊㄧㄥˇ ㄗㄞˋ ㄏㄨˋ ㄈㄣˇ ㄙ ㄉㄜ˙ ㄡˊ ㄦˊ ㄧㄝˇ ㄏㄨㄟˋ ㄈㄚ ㄍㄜ˙ ㄊㄧㄝˇ
009089,ㄧˋ ㄓ ㄘㄢ ㄗㄞˋ ㄍㄨㄥ ㄐㄧ ㄓㄨㄚˇ ㄗ˙ ㄕㄤˋ ㄓㄨㄤ ㄓㄜ˙ ㄒㄧㄠˇ ㄉㄠ
009090,ㄑㄧㄢˊ ㄒㄧㄢ ㄋㄧㄢˊ ㄔㄨ ㄒㄧㄢˋ ㄌㄜ˙ ㄒㄧˊ ㄗㄠˇ ㄒㄧㄝˋ ㄊㄡˋ ㄑㄧˋ ㄒㄧㄝˋ ㄉㄥˇ ㄍㄜˋ ㄌㄟˇ ㄉㄚˇ ㄓㄜ˙ ㄧㄤˊ ㄔㄥˊ ㄏㄨˊ ㄓㄠ ㄆㄞˊ ㄉㄜ˙ ㄏㄨˊ ㄒㄧㄝˋ
009091,ㄋㄧˇ ㄖㄢˊ ㄊㄧˇ ㄧㄢˋ ㄓㄜ˙ ㄊㄨㄥˋ ㄎㄨˇ ㄦˊ ㄒㄧㄥˋ ㄈㄨˊ ㄉㄜ˙ ㄕˊ ㄎㄜˋ
009092,ㄨˊ ㄑㄧˊ ㄌㄨㄥˊ ㄔㄥ ㄉㄤ ㄓˋ ㄗㄨㄛˋ ㄖㄣˊ ㄔ ㄌㄧˋ ㄅㄨˋ ㄊㄠˊ ㄏㄠˇ
009093,ㄗㄞˋ ㄍㄢ ㄌㄚˋ ㄐㄧ ㄊㄨㄥˇ ㄋㄟˋ ㄑㄩㄜˋ ㄈㄤˋ ㄓㄜ˙ ㄐㄧ ㄉㄢˋ ㄎㄜˊ
009094,ㄉㄢˋ ㄕˋ ㄙˋ ㄩㄝˋ ㄈㄨˊ ㄌㄟˊ ㄗㄞˋ ㄘˋ ㄉㄤ ㄒㄨㄢˇ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄅㄧㄥˋ ㄧㄣˇ ㄈㄚ ㄌㄜ˙ ㄍㄨㄛˊ ㄋㄟˋ ㄉㄜ˙ ㄅㄠˋ ㄌㄩˋ ㄔㄨㄥ ㄊㄨ˙ ㄕˋ ㄐㄧㄢˋ
009095,ㄓㄢˊ ㄌㄢˇ ㄐㄧㄤ ㄉㄨㄟˋ ㄑㄨㄢˊ ㄊㄧˇ ㄍㄨㄢ ㄓㄨㄥˋ ㄕˊ ㄒㄧㄥˊ ㄇㄧㄢˇ ㄈㄟˋ ㄖㄨˋ ㄔㄤˇ ㄊㄧˊ ㄍㄨㄥ ㄧˋ ㄨˋ ㄐㄧㄤˊ ㄐㄧㄝˇ
009096,ㄏㄨㄟˋ ㄏㄡˋ ㄌㄩˋ ㄙㄣˋ ㄌㄧˋ ㄇㄟˊ ㄅㄧㄠˇ ㄕˋ ㄒㄧㄤ ㄒㄧㄣˋ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄏㄜˊ ㄏㄨㄣ ㄌㄨㄛˊ ㄐㄧˋ ㄉㄜ˙ ㄕㄨㄛ ㄈㄚˇ
009097,ㄐㄧㄡˋ ㄍㄤ ㄍㄤ ㄑㄩˋ ㄔㄠ ㄕˋ ㄇㄞˇ ㄧㄢ ㄇㄨˋ ㄘㄜˋ ㄧㄡˇ ㄧˊ ㄍㄜˋ ㄓㄥˋ ㄊㄞˋ ㄙˋ ㄨˇ ㄙㄨㄟˋ ㄉㄜ˙ ㄧㄤˋ ㄗ˙
009098,ㄔㄨ ㄕˋ ㄏㄡˋ ㄍㄞ ㄗㄚˇ ㄍㄨㄢˊ ㄌㄧˇ ㄋㄨㄥˊ ㄘㄨㄣ ㄙㄢˊ ㄧㄤˇ ㄉㄜ˙ ㄑㄨㄢˇ ㄓ ㄨㄛˇ ㄇㄣ˙ ㄧㄝˋ ㄏㄣˇ ㄊㄡˊ ㄊㄥˊ
009099,ㄘˇ ㄨㄞˋ ㄔ ㄈㄢˋ ㄏㄞˊ ㄉㄧㄢˇ ㄏㄨㄚ ㄑㄧㄢˊ ㄗㄢˊ ㄏㄜˊ ㄅㄟˇ ㄖㄣˊ ㄐㄧㄡˋ ㄊㄨˇ ㄉㄡˋ ㄑㄧㄝˊ ㄗ˙ ㄒㄧ ㄏㄨㄥˊ ㄕˋ ㄑㄧ ㄘㄞˋ ㄌㄠˇ ㄙㄢ ㄧㄤˋ
009100,ㄎㄜ ㄆㄨˇ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄐㄧㄝˊ ㄕㄨˋ ㄏㄡˋ ㄐㄧㄥ ㄒㄨㄢˇ ㄔㄨ ㄅㄢˇ ㄌㄜ˙ ㄖㄣˊ ㄨㄣˊ ㄓ ㄔㄨㄤ ㄧˋ ㄕㄨ ㄕㄡˋ ㄉㄠˋ ㄍㄨㄤˇ ㄉㄚˋ ㄉㄨˋ ㄓㄜˋ ㄉㄜ˙ ㄏㄨㄢ ㄧㄥˊ
009101,ㄗㄞˋ ㄨㄟˋ ㄌㄞˊ ㄨˇ ㄊㄧㄢ ㄌㄧˇ ㄉㄡ ㄧㄡˇ ㄐㄧㄠˋ ㄩˇ ㄨㄞˋ ㄔㄨ ㄐㄧˋ ㄉㄜ˙ ㄉㄞˋ ㄏㄠˊ ㄩˇ ㄐㄩˋ
009102,ㄗㄞˋ ㄑㄧˊ ㄑㄧˋ ㄏㄚ ㄦˇ ㄌㄧㄤˊ ㄏㄠˇ ㄉㄜ˙ ㄕㄥ ㄊㄞˋ ㄏㄨㄢˊ ㄐㄧㄥˋ ㄖㄤˋ ㄉㄢ ㄉㄧㄥˇ ㄏㄜˋ ㄌㄞˊ ㄓㄜˋ ㄌㄧˇ ㄒㄧㄥ ㄧㄤˇ ㄕㄥ ㄒㄧ
009103,ㄒㄧㄢˋ ㄔㄥˊ ㄌㄧˋ ㄧㄝˇ ㄇㄟˊ ㄧㄡˇ ㄔㄨ ㄒㄧㄢˋ ㄑㄧㄤˇ ㄍㄨㄥˋ ㄕˊ ㄆㄧㄣˊ ㄉㄥˇ ㄒㄧㄢˋ ㄒㄧㄤˋ
009104,ㄕˊ ㄋㄧㄢˊ ㄕˋ ㄧˊ ㄔㄨㄢˋ ㄔㄨㄢˋ ㄐㄧㄠˇ ㄧㄣˋ ㄕˊ ㄋㄧㄢˊ ㄕˋ ㄧˊ ㄍㄜ˙ ㄓㄤ ㄐㄧㄝˊ
009105,ㄕㄨㄤ ㄧㄤˊ ㄕㄨㄟˇ ㄉㄜ˙ ㄩㄥˋ ㄊㄨˊ ㄕˋ ㄍㄟˇ ㄋㄧㄡˊ ㄊㄧˊ ㄋㄧˊ ㄦˇ ㄉㄨㄛ˙ ㄆㄧㄠˇ ㄅㄞˊ
009106,ㄧㄢˇ ㄔㄨ ㄐㄧㄝˊ ㄕㄨˋ ㄏㄡˋ ㄓㄨˊ ㄖㄨㄥˊ ㄐㄧ ㄐㄧㄝ ㄐㄧㄢˋ ㄑㄨㄢˊ ㄊㄧˊ ㄧㄢˇ ㄓˊ ㄩㄢˊ
009107,ㄠˋ ㄅㄚ ㄇㄚˇ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄅㄛˊ ㄔˋ ㄓㄜ˙ ㄧˋ ㄕㄨㄛ ㄈㄚˇ ㄕˊ ㄕㄨˇ ㄏㄨㄤ ㄎㄤˇ
009108,ㄆㄛˋ ㄕˇ ㄌㄧㄣˊ ㄘㄨㄟˋ ㄌㄨˋ ㄔㄤˊ ㄍㄥˊ ㄗㄨˇ ㄉㄜ˙ ㄈㄤˊ ㄨ ㄧˇ ㄅㄟˋ ㄔㄞ ㄔㄨˊ
009109,ㄧˋ ㄒㄧㄝ ㄧㄢ ㄘㄨㄥ ㄅㄟˋ ㄒㄧㄠ ㄉㄧㄠˋ ㄌㄜ˙ ㄍㄥˋ ㄉㄨㄛ ㄧㄢ ㄘㄨㄥ ㄌㄧˋ ㄑㄧˇ ㄌㄞˊ
009110,ㄇㄟˊ ㄅㄢˋ ㄈㄚˇ ㄓˇ ㄋㄥˊ ㄒㄨㄢˇ ㄗㄜ˙ ㄔㄨ ㄒㄧㄥˊ ㄉㄨㄛˊ ㄉㄨㄛˇ ㄈㄥ ㄊㄡ˙
009111,ㄈㄤˋ ㄆㄧˋ ㄋㄧˇ ㄍㄠˋ ㄙㄨˋ ㄌㄠˇ ㄋㄧㄤˊ ㄋㄚˊ ㄌㄧˇ ㄆㄧˊ ㄑㄧ˙ ㄅㄠˋ ㄌㄜ˙
009112,ㄩㄢˊ ㄌㄞˊ ㄊㄚ ㄉㄨㄛˊ ㄑㄧˇ ㄌㄞˊ ㄨㄢˊ ㄨㄟ ㄅㄛˊ ㄩˊ ㄧㄡˇ ㄖㄣˊ ㄉㄚˋ ㄊㄢˊ ㄒㄧㄥ ㄗㄨㄛˋ
009113,ㄖㄢˊ ㄏㄡˋ ㄊㄚ ㄔㄨㄢ ㄕㄤˋ ㄧˊ ㄐㄧㄢˋ ㄑㄨㄢˊ ㄕㄣ ㄅㄞˊ ㄙㄜˋ ㄉㄜ˙ ㄙㄤ ㄈㄨˊ
009114,ㄒㄧㄠˇ ㄓㄥˋ ㄅㄧㄠˊ ㄐㄧㄝˇ ㄐㄧㄡˋ ㄗㄞˋ ㄓㄨㄥ ㄑㄧㄡ ㄐㄧㄝˊ ㄓㄠˇ ㄉㄠˋ ㄆㄛˊ ㄐㄧㄚ ㄉㄜ˙
009115,ㄍㄥˋ ㄐㄧˊ ㄕㄡˇ ㄉㄜ˙ ㄕˋ ㄋㄧㄡ ㄋㄧㄡˊ ㄉㄜ˙ ㄈㄨˋ ㄑㄧㄤ ㄍㄢˊ ㄖㄢˇ ㄧㄢˊ ㄓㄨㄥˋ
009116,ㄨㄛˇ ㄗㄨㄟˋ ㄐㄧㄣˋ ㄓㄨˋ ㄧˋ ㄉㄠˋ ㄨㄤˇ ㄕㄤˋ ㄉㄨㄟˋ ㄈㄚ ㄍㄞˊ ㄨㄟˇ ㄧ ㄌㄨㄣˋ ㄆㄛ ㄉㄨㄛ
009117,ㄅㄨˊ ㄍㄨㄛˋ ㄓㄜˋ ㄍㄜ˙ ㄇㄥˋ ㄒㄧㄤˇ ㄧˋ ㄕˋ ㄅㄢˋ ㄏㄨㄟㄖˋ ㄧㄝˊ ㄏㄣˇ ㄋㄢˊ ㄕˊ ㄒㄧㄢˋ
009118,ㄖㄨˊ ㄍㄨㄛˇ ㄗㄞˋ ㄒㄧㄣˋ ㄒㄧ ㄏㄣˇ ㄋㄢˊ ㄔㄨㄢˊ ㄉㄚˊ ㄉㄠˋ ㄉㄜ˙ ㄕㄢ ㄑㄩ ㄋㄜ˙
009119,ㄘˇ ㄕˊ ㄇㄧㄣˊ ㄐㄧㄥˇ ㄍㄨㄛ ㄍㄥ ㄐㄩㄋ ㄉㄜ˙ ㄎㄨˋ ㄗ˙ ㄧㄡˇ ㄌㄜ˙ ㄍㄨㄚˇ ㄘㄥˋ
009120,ㄑㄧㄥˊ ㄎㄠˇ ㄌㄩˋ ㄗㄞˋ ㄓㄨㄥ ㄑㄩㄥˊ ㄐㄩˊ ㄉㄜ˙ ㄑㄨㄢˊ ㄑㄧㄡˊ ㄖㄣˋ ㄓˊ ㄐㄧ ㄏㄨㄟˋ
009121,ㄙˋ ㄋㄧㄢˊ ㄓ ㄏㄡˋ ㄊㄚ ㄇㄣ˙ ㄉㄜ˙ ㄐㄩˋ ㄒㄧㄥ ㄉㄧˋ ㄨㄟˋ ㄧ ㄐㄧㄡˋ ㄨㄣˇ ㄍㄨˋ
009122,ㄒㄧㄣ ㄧˋ ㄌㄨㄣˊ ㄊㄡˊ ㄗ ㄕㄥˋ ㄧㄢˋ ㄒㄧ ㄒㄧ ㄖㄤˊ ㄖㄤˇ ㄐㄧㄝ ㄨㄟˊ ㄌㄧˋ ㄌㄞˊ
009123,ㄐㄧㄝ ㄈㄤˋ ㄇㄣ˙ ㄈㄣ ㄈㄣ ㄘㄞ ㄘㄜˋ ㄐㄧㄥˇ ㄈㄤ ㄎㄜˇ ㄋㄥˊ ㄧㄠˋ ㄑㄧㄤˊ ㄍㄨㄥ
009124,ㄙㄨㄟˊ ㄏㄡˋ ㄔㄨㄢ ㄕㄤ˙ ㄨㄚˋ ㄗ˙ ㄏㄜˊ ㄒㄧㄝˊ ㄏㄜˊ ㄆㄥˊ ㄧㄡ˙ ㄔㄨ ㄇㄣˊ ㄌㄜ˙
009125,ㄅㄨˋ ㄎㄨㄚ ㄓㄤ ㄉㄜ˙ ㄕㄨㄛ ㄊㄚ ㄐㄧㄤˋ ㄍㄨㄢ ㄒㄧ˙ ㄧ ㄍㄞˇ ㄉㄜ˙ ㄔㄥˊ ㄅㄞˋ
009126,ㄑㄩˋ ㄅㄚ˙ ㄑㄩˋ ㄅㄚ˙ ㄇㄧㄥˊ ㄊㄧㄢ ㄐㄧˋ ㄉㄜ˙ ㄗㄞˋ ㄌㄞˊ ㄓㄠˊ ㄨㄛˇ ㄅㄠˋ ㄉㄠˋ
009127,ㄨㄛˇ ㄅㄨˊ ㄧㄠˋ ㄈㄣˇ ㄙ ㄌㄜ˙ ㄓ ㄔˊ ㄨㄛˇ ㄐㄧㄡˋ ㄉㄨㄛ ㄓㄨㄢˇ ㄈㄚ ㄘˊ ㄊㄧㄝˇ
009128,ㄓㄜˋ ㄌㄧˋ ㄅㄧˇ ㄐㄧㄠ ㄧㄣˇ ㄅㄧˋ ㄧㄡˋ ㄔㄡˋ ㄏㄣˊ ㄕㄠˇ ㄖㄢˊ ㄌㄞˊ ㄓㄜˋ ㄌㄧˇ
009129,ㄒㄩㄜˊ ㄉㄠˋ ㄔㄥˊ ㄔㄨˊ ㄈㄚˇ ㄕˊ ㄐㄧㄡˋ ㄏㄨㄟˋ ㄅㄟˋ ㄐㄧㄡˊ ㄐㄧㄡˇ ㄔㄥˊ ㄈㄚˊ ㄅㄧㄠˇ
009130,ㄙㄢ ㄕˋ ㄍㄠˊ ㄏㄠˇ ㄓㄞˊ ㄐㄧˋ ㄉㄧˋ ㄊㄨㄟˋ ㄔㄨ ㄉㄜ˙ ㄗ ㄐㄧㄣ ㄔㄡˊ ㄘㄨㄛˋ
009131,ㄧㄡˇ ㄨㄤˊ ㄧㄡˇ ㄨㄣˋ ㄋㄥˊ ㄅㄨˋ ㄋㄥˊ ㄏㄨㄟˊ ㄧˋ ㄐㄧˇ ㄐㄧㄢˋ ㄌㄧㄡˊ ㄧㄤˊ ㄗㄞˋ ㄒㄩˊ ㄒㄧㄤˋ ㄌㄧˇ ㄉㄜ˙ ㄑㄩˋ ㄕˋ ㄏㄨㄛˋ ㄑㄧㄡˇ ㄕˋ
009132,ㄗˋ ㄌㄧㄠˋ ㄒㄧㄢˇ ㄕˋ ㄐㄧㄥ ㄏㄨˋ ㄍㄠ ㄊㄧㄢˇ ㄌㄤˊ ㄈㄤˊ ㄉㄨㄢˋ ㄑㄨㄢˊ ㄔㄤˊ ㄙㄢ ㄕˋ ㄉㄧㄢˇ ㄙㄢ ㄙˋ ㄦˋ ㄍㄨㄥ ㄌㄧˇ
009133,ㄌㄠˇ ㄗ˙ ㄔㄨ ㄑㄧˋ ㄦˊ ㄗ˙ ㄒㄧㄝˋ ㄑㄧˋ ㄌㄧㄥˇ ㄌㄧㄢ ㄕㄢ ㄕㄨㄛ ㄨㄛˊ ㄈㄢˇ ㄓㄥˋ ㄅㄨˊ ㄩㄥˋ ㄍㄨㄥ ㄨㄛˇ ㄅㄨˊ ㄋㄧㄢˋ ㄌㄜ˙
009134,ㄊㄚ ㄖㄨˋ ㄏㄨㄚ ㄊㄢˊ ㄓㄜˇ ㄈㄚˊ ㄎㄨㄢˇ ㄙㄢ ㄩㄢˊ
009135,ㄉㄧˋ ㄙㄢ ㄊㄧㄢ ㄒㄧㄠˇ ㄉㄨㄥ ㄈㄚ ㄖㄜˋ ㄎㄜˊ ㄙㄡˋ ㄇㄚˊ ㄇㄚ˙ ㄍㄢˊ ㄐㄧㄣˇ ㄉㄞˋ ㄊㄚ ㄑㄩˋ ㄉㄤ ㄉㄧˋ ㄉㄜ˙ ㄓㄣˋ ㄧ ㄩㄢˋ ㄐㄧㄡˋ ㄓㄣˇ
009136,ㄙ ㄌㄧˋ ㄧㄠˊ ㄍㄠˋ ㄙㄨˋ ㄐㄧˋ ㄓㄜˇ ㄉㄧㄢˋ ㄉㄨㄥˋ ㄙㄢ ㄌㄨㄣˊ ㄔㄜ ㄗㄞˋ ㄎㄨㄞˋ ㄉㄧㄢˋ ㄕˋ ㄔㄤˇ ㄉㄜ˙ ㄕㄥ ㄇㄧㄥˋ ㄌㄧˋ ㄈㄟ ㄔㄤˊ ㄨㄤˋ ㄕㄥˋ
009137,ㄘˇ ㄨㄞˋ ㄉㄚ ㄕㄡˋ ㄅㄟˋ ㄐㄧㄠˋ ㄊㄧㄥˊ ㄌㄧˊ ㄩㄥˋ ㄌㄧˇ ㄘㄞˊ ㄔㄢˊ ㄆㄧㄣˇ ㄍㄠ ㄒㄧ ㄌㄢˊ ㄔㄨˇ ㄉㄜ˙ ㄒㄧㄢˋ ㄒㄧㄤˋ ㄧㄝˇ ㄐㄧㄤ ㄅㄟˋ ㄜˋ ㄓˋ
009138,ㄌㄧㄡˋ ㄕˋ ㄔㄨㄤˋ ㄒㄧㄣ ㄙ ㄨㄟˊ ㄊㄨㄟ ㄔㄨ ㄔㄤˊ ㄍㄨㄟˋ ㄉㄜ˙ ㄐㄧㄝˊ ㄕˋ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄗㄥ ㄑㄧㄤˊ ㄊㄧˇ ㄩˊ ㄙㄞˋ ㄕˋ ㄉㄜ˙ ㄔㄨㄤˋ ㄧˋ ㄏㄜˊ ㄕㄜˋ ㄐㄧˇ
009139,ㄘㄨˋ ㄅㄨˋ ㄐㄧˊ ㄈㄤˊ ㄉㄜ˙ ㄊㄚ ㄐㄧˊ ㄊㄨㄟˋ ㄌㄧㄤˇ ㄅㄨˋ
009140,ㄖㄨˊ ㄍㄨㄛˇ ㄅㄨˋ ㄋㄥˊ ㄘㄨㄥˊ ㄓㄜˋ ㄧˊ ㄐㄧㄢˋ ㄎㄢˋ ㄉㄠˋ ㄌㄧㄝˋ ㄖㄣˊ ㄉㄜ˙ ㄧㄥˊ ㄨˇ ㄋㄚˋ ㄓㄜˋ ㄊㄡˊ ㄕ ㄗ˙ ㄐㄧㄡˋ ㄅㄣˋ ㄉㄢˋ ㄉㄠˋ ㄐㄧㄚ ㄌㄜ˙
009141,ㄓㄜˋ ㄧㄤˋ ㄉㄜ˙ ㄊㄧㄠˊ ㄓㄥˇ ㄈㄤ ㄕˋ ㄅㄧˇ ㄐㄧㄠˋ ㄨㄣˊ ㄊㄨㄛˇ
009142,ㄕㄨㄛ ㄧㄥ ㄩˊ ㄏㄠˇ ㄋㄢˊ ㄛ˙ ㄨㄛˇ ㄓㄥˋ ㄗㄞˋ ㄒㄩㄜˊ ㄒㄧˊ ㄓㄨㄥ
009143,ㄅㄢˋ ㄈㄚˇ ㄍㄨㄟ ㄉㄧㄥˋ ㄌㄜ˙ ㄋㄨㄥˊ ㄔㄢˊ ㄆㄧㄣˇ ㄗㄥ ㄓˊ ㄕㄨㄟˋ ㄐㄧㄣˋ ㄒㄧㄤˋ ㄕㄨㄣˋ ㄜˊ ㄏㄜˊ ㄉㄧㄥˋ ㄈㄤ ㄈㄚˇ
